Row ID,Order ID,Order Date,Ship Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin
1701,12259,2018-02-14,2018-02-16,High,45,5007.69,0.07,Delivery Truck,-899.34,114.98,51.42,Muhammed Yedwab,Petersburg,23805,Virginia,South,Consumer,Furniture,Bookcases,Sauder Camden County Collection Library,Jumbo Box,0.65
1702,12259,2018-02-14,2018-02-15,High,45,1379.62,0.1,Regular Air,-66.07,31.98,6.72,Muhammed Yedwab,Petersburg,23805,Virginia,South,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75
1703,12261,2018-10-23,2018-10-28,Low,12,2237.76,0.1,Delivery Truck,151.86,200.98,23.76,Ritsa Hightower,Ponca City,74601,Oklahoma,Central,Corporate,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58
1704,12261,2018-10-23,2018-10-27,Low,4,20.59,0.02,Express Air,1.19,3.98,0.83,Ritsa Hightower,Ponca City,74601,Oklahoma,Central,Corporate,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51
1705,12261,2018-10-23,2018-10-28,Low,19,281.74,0.06,Regular Air,25.67,14.56,3.5,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58
1706,12261,2018-10-23,2018-10-30,Low,23,217.35,0,Regular Air,-67.19,8.74,8.29,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38
1707,12261,2018-10-23,2018-10-28,Low,15,2746.57,0.03,Regular Air,617.4,178.47,19.99,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55
1725,12417,2018-10-24,2018-10-26,Critical,19,137.84,0.06,Regular Air,34.31,7.4,1.71,Cathy Prescott,Roswell,88201,New Mexico,West,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4
1728,12420,2018-12-26,2018-12-26,Medium,34,536.25,0.06,Express Air,-166.75,15.99,13.18,Joel Eaton,Jackson,39212,Mississippi,South,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37
1729,12420,2018-12-26,2018-12-27,Medium,1,5.73,0.01,Regular Air,-1.84,4.98,0.8,Joel Eaton,Jackson,39212,Mississippi,South,Home Office,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36
1732,12449,2018-01-31,2018-02-02,Medium,36,1400.1,0.03,Regular Air,88.68,39.98,4,Anthony Rawles,Fountain,80817,Colorado,West,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7
1734,12451,2018-04-19,2018-04-21,Low,26,3662.16,0.01,Delivery Truck,-372.82,130.98,54.74,Thais Sissman,Ponte Vedra Beach,32004,Florida,South,Small Business,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69
1735,12451,2018-04-19,2018-04-21,Low,21,329.37,0.04,Express Air,-53.57,15.14,4.53,Thais Sissman,Ponte Vedra Beach,32004,Florida,South,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81
1736,12452,2018-12-07,2018-12-08,Medium,1,356.95,0.08,Regular Air,-228.2405,387.99,19.99,Bill Donatelli,Bellevue,68005,Nebraska,Central,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38
1737,12452,2018-12-07,2018-12-09,Medium,17,112.86,0.04,Regular Air,-56.78,6.6,4.07,Bill Donatelli,Fremont,68025,Nebraska,Central,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66
1738,12452,2018-12-07,2018-12-09,Medium,38,2063.42,0.03,Regular Air,989.95,55.98,5.15,Bill Donatelli,Fremont,68025,Nebraska,Central,Corporate,Office Supplies,Paper,Xerox 1934,Small Box,0.36
1742,12483,2018-08-04,2018-08-04,Critical,14,1676.44,0.02,Regular Air,607.495,120.98,9.07,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35
1743,12483,2018-08-04,2018-08-06,Critical,14,1406.07,0.1,Delivery Truck,-701.91,100.98,57.38,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78
1744,12483,2018-08-04,2018-08-05,Critical,30,1771.67,0.09,Regular Air,338.95,59.76,9.71,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57
1745,12485,2018-08-07,2018-08-08,Critical,24,5407.31,0.04,Delivery Truck,1068.48,226.67,28.16,Eugene Barchas,Carpentersville,60110,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum,0.59
1748,12515,2018-05-13,2018-05-16,Medium,16,1702.499,0.08,Regular Air,133.452,125.99,5.99,Michael Stewart,Hopatcong,07843,New Jersey,East,Small Business,Technology,Telephones and Communication,i600,Small Box,0.56
1754,12580,2018-01-13,2018-01-15,Low,43,140.72,0.04,Regular Air,-115.53,3.28,3.97,Dave Poirier,Carteret,07008,New Jersey,East,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56
1755,12580,2018-01-13,2018-01-15,Low,50,8038.08,0.1,Regular Air,2821.405,172.99,19.99,Dave Poirier,Rancho Cucamonga,91730,California,West,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39
1758,12612,2018-12-21,2018-12-21,Low,29,2360.98,0.02,Regular Air,611.93,78.65,13.99,Julia Barnett,San Clemente,92672,California,West,Home Office,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52
1759,12612,2018-12-21,2018-12-26,Low,49,182.2,0.09,Express Air,82.21,3.75,0.5,Julia Barnett,San Clemente,92672,California,West,Home Office,Office Supplies,Labels,Avery 496,Small Box,0.37
1760,12613,2018-04-10,2018-04-13,Medium,3,15.64,0.08,Regular Air,-16.008,3.36,6.27,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4
1761,12613,2018-04-10,2018-04-11,Medium,28,1751.08,0,Regular Air,587.01,59.78,10.29,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39
1762,12613,2018-04-10,2018-04-11,Medium,18,225.37,0.04,Express Air,77.53,12.22,2.85,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55
1768,12643,2018-03-19,2018-03-21,Low,22,345.69,0.02,Regular Air,143.23,15.04,1.97,Ann Blume,Derry,03038,New Hampshire,East,Small Business,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39
1770,12704,2018-02-09,2018-02-09,Low,44,21506.77,0.06,Regular Air,1260.51,499.99,24.49,Carlos Soltero,Wilmette,60091,Illinois,Central,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36
1771,12704,2018-02-09,2018-02-11,Low,28,669.02,0.02,Delivery Truck,-1274.02,20.98,53.03,Carlos Soltero,Wilmette,60091,Illinois,Central,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78
1773,12707,2018-05-29,2018-05-31,High,20,2213.92,0.03,Regular Air,768.34,105.98,13.99,Alejandro Ballentine,Keizer,97303,Oregon,West,Small Business,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65
1774,12708,2018-01-07,2018-01-12,Low,44,159.41,0,Express Air,34.68,3.28,0.98,Yana Sorensen,Fairfield,94533,California,West,Corporate,Office Supplies,Pens & Art Supplies,Crayola Colored Pencils,Wrap Bag,0.52
1775,12710,2018-08-17,2018-08-17,Critical,37,2116.62,0.06,Regular Air,745.45,55.98,13.88,John Castell,Prior Lake,55372,Minnesota,Central,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.36
1778,12736,2018-03-08,2018-03-15,Low,2,25.52,0.01,Regular Air,21.77,9.65,6.22,Henry MacAllister,College Station,77840,Texas,Central,Small Business,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55
1779,12743,2018-06-23,2018-06-25,High,39,677.518,0.09,Regular Air,168.219,20.99,0.99,Mark Cousins,Troy,48098,Michigan,Central,Corporate,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57
1787,12803,2018-02-25,2018-02-27,Not Specified,32,383.81,0.03,Regular Air,-21.15,12.21,4.81,Patrick Jones,Opelika,36801,Alabama,South,Home Office,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58
1801,12900,2018-05-03,2018-05-04,High,50,627.12,0.08,Regular Air,100.04,12.64,4.98,Laurel Elliston,Danville,24541,Virginia,South,Corporate,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48
1802,12900,2018-05-03,2018-05-05,High,18,4096.21,0.08,Delivery Truck,308.22,306.14,26.53,Laurel Elliston,Danville,24541,Virginia,South,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56
1803,12902,2018-10-29,2018-10-31,Not Specified,9,302.05,0,Regular Air,-58.81,30.98,6.5,Daniel Byrd,Owosso,48841,Michigan,Central,Home Office,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64
1804,12902,2018-10-29,2018-10-31,Not Specified,30,3645.45,0.04,Delivery Truck,-765.5,120.98,56.7,Daniel Byrd,Reno,89502,Nevada,West,Home Office,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Jumbo Box,0.68
1806,12929,2018-08-30,2018-08-31,Critical,19,5297.47,0.02,Delivery Truck,-158.93,270.98,50,Jim Radford,Elk Grove Village,60007,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.77
1807,12929,2018-08-30,2018-08-31,Critical,20,95.3,0,Regular Air,29.68,4.48,1.22,Jim Radford,Elk Grove Village,60007,Illinois,Central,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36
1812,12965,2018-06-25,2018-06-26,Medium,7,44.74,0.04,Regular Air,-20.102,5.74,5.01,Shirley Jackson,Encinitas,92024,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39
1813,12965,2018-06-25,2018-06-26,Medium,21,90.78,0.06,Regular Air,-71.8405,4.24,5.41,Shirley Jackson,Encinitas,92024,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35
1814,12999,2018-04-03,2018-04-04,High,31,2712.07,0.09,Regular Air,-435.56,95.43,19.99,Georgia Rosenberg,Alexandria,22304,Virginia,South,Consumer,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79
1820,13088,2018-04-22,2018-04-24,Not Specified,46,187.92,0.08,Regular Air,-2149.8,3.25,49,Ben Ferrer,Columbus,43229,Ohio,East,Corporate,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56
1822,13090,2018-07-26,2018-07-27,Not Specified,15,150.2,0.02,Regular Air,12.97,9.27,4.39,David Bremer,Redlands,92374,California,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38
1825,13094,2018-08-18,2018-08-19,Not Specified,7,283.57,0.02,Regular Air,71.21,37.94,5.08,Craig Leslie,Hilton Head Island,29915,South Carolina,South,Consumer,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38
1828,13121,2018-03-07,2018-03-08,High,36,1211,0,Regular Air,-27.99,30.98,6.5,Xylona Price,Boardman,44512,Ohio,East,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79
1829,13121,2018-03-07,2018-03-10,High,28,4924.135,0.07,Regular Air,1049.535,205.99,8.99,Xylona Price,Boardman,44512,Ohio,East,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58
1830,13125,2018-12-13,2018-12-15,Not Specified,30,990.73,0.02,Express Air,56.39,30.73,4,Alejandro Savely,Essex Junction,05451,Vermont,East,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75
1834,13127,2018-07-31,2018-08-03,Medium,13,951.31,0.06,Delivery Truck,-333.07,68.81,60,Sam Craven,Evans,30809,Georgia,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41
1856,13347,2018-04-23,2018-04-24,Not Specified,24,104.89,0.07,Express Air,22.8395,3.8,1.49,Vivek Gonzalez,Aspen Hill,20906,Maryland,East,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38
1857,13348,2018-11-07,2018-11-08,Medium,35,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Fairborn,45324,Ohio,East,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73
1858,13351,2018-05-06,2018-05-07,Medium,20,3331.81,0.08,Regular Air,484.15,179.99,19.99,Karl Brown,Westerly,02808,Rhode Island,East,Corporate,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48
1864,13410,2018-06-06,2018-06-08,Not Specified,4,33.64,0.07,Regular Air,-35.17,8.12,2.83,Bobby Odegard,Omaha,68104,Nebraska,Central,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77
1865,13410,2018-06-06,2018-06-07,Not Specified,29,701.94,0.01,Regular Air,158.91,23.99,6.3,Bobby Odegard,Omaha,68104,Nebraska,Central,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38
1866,13413,2018-01-29,2018-01-31,Critical,29,150.28,0.04,Regular Air,-50.86,4.98,4.7,Karen Daniels,Findlay,45840,Ohio,East,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38
1867,13440,2018-10-13,2018-10-15,Not Specified,22,971.82,0.07,Regular Air,326.39,43.98,1.99,Jim Mitchum,Conroe,77301,Texas,Central,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44
1869,13447,2018-01-08,2018-01-10,High,24,436.4835,0.01,Regular Air,0.846000000,20.99,4.81,Pamela Coakley,Mentor,44060,Ohio,East,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58
1871,13476,2018-10-16,2018-10-17,Not Specified,3,173.33,0.09,Regular Air,-121.39,52.99,19.99,Noel Staavos,Andover,01810,MA,East,Home Office,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box,0.81
1872,13476,2018-10-16,2018-10-16,Not Specified,31,972.35,0.05,Regular Air,10.96,30.73,4,Noel Staavos,Central Falls,02863,Rhode Island,East,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75
1873,13476,2018-10-16,2018-10-18,Not Specified,47,231.29,0.09,Express Air,-147.8555,4.91,5.68,Noel Staavos,Roselle,07203,New Jersey,East,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36
1878,13537,2018-05-30,2018-06-01,Low,41,316.61,0.03,Regular Air,110.34,7.4,1.71,Lena Creighton,Norristown,19401,Pennsylvania,East,Home Office,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4
1879,13540,2018-05-23,2018-05-25,High,33,121,0.09,Regular Air,51.21,3.75,0.5,Theresa Swint,Port Chester,10573,New York,East,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37
1880,13540,2018-05-23,2018-05-25,High,27,1484.185,0.02,Regular Air,239.247,65.99,4.99,Theresa Swint,Port Chester,10573,New York,East,Consumer,Technology,Telephones and Communication,T193,Small Box,0.57
1881,13540,2018-05-23,2018-05-23,High,31,259.59,0.06,Regular Air,34.79,8.5,1.99,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49
1882,13540,2018-05-23,2018-05-23,High,16,34.93,0.04,Regular Air,-0.050000000,2.18,0.78,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52
1883,13540,2018-05-23,2018-05-23,High,33,431.06,0.02,Regular Air,-26.78,12.28,6.13,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57
1899,13607,2018-11-18,2018-11-19,Critical,12,440.6,0.07,Regular Air,2.970000000,39.48,1.99,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54
1900,13607,2018-11-18,2018-11-19,Critical,37,109.9,0.09,Express Air,48.52,2.61,0.5,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39
1901,13607,2018-11-18,2018-11-20,Critical,13,315.29,0,Regular Air,-361.82,20.34,35,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84
1916,13731,2018-05-09,2018-05-12,Not Specified,10,44.08,0.08,Regular Air,6.79,4.48,1.22,Tom Prescott,Tinton Falls,07701,New Jersey,East,Small Business,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36
1919,13762,2018-06-21,2018-06-24,Medium,8,55,0.05,Regular Air,-23.621,6.28,5.36,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Small Box,0.4
1920,13762,2018-06-21,2018-06-23,Medium,7,51.66,0.06,Regular Air,7.4,7.64,1.39,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36
1921,13762,2018-06-21,2018-06-23,Medium,37,107.73,0.08,Regular Air,39.81,3.15,0.5,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37
1924,13767,2018-08-26,2018-08-28,High,29,597.66,0.08,Regular Air,-178,21.66,13.99,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box,0.52
1925,13767,2018-08-26,2018-08-28,High,45,1403.741,0.01,Regular Air,622.251,35.99,3.3,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Technology,Telephones and Communication,Accessory9,Small Pack,0.39
1926,13767,2018-08-26,2018-08-27,High,10,1246.3635,0.06,Regular Air,-339.108,155.99,8.99,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.58
1927,13767,2018-08-26,2018-08-28,High,12,2050.712,0.05,Delivery Truck,-381.04,218.75,69.64,Nona Balk,Oxford,36203,Alabama,South,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72
1931,13799,2018-12-01,2018-12-03,Critical,5,118.06,0.05,Regular Air,2.63,22.23,5.08,Sibella Parks,Aloha,97007,Oregon,West,Small Business,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack,0.41
1935,13861,2018-08-11,2018-08-11,High,7,37.3,0,Regular Air,5.03,4.84,0.71,Andy Yotov,Saginaw,76131,Texas,Central,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52
1940,13895,2018-11-20,2018-11-20,High,44,614.34,0.02,Regular Air,-171.7,14.03,9.37,Michelle Ellison,Green Bay,54302,Wisconsin,Central,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56
1949,13958,2018-01-23,2018-02-01,Low,11,808.673,0.06,Regular Air,-10.67,85.99,0.99,Jill Matthias,Laguna Hills,92653,California,West,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55
1960,14018,2018-06-06,2018-06-06,High,30,160.68,0.08,Express Air,77.75,4.98,0.49,Annie Thurman,Magna,84044,Utah,West,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39
1962,14023,2018-02-20,2018-02-22,Not Specified,36,711.1,0.08,Regular Air,241.077,21.38,2.99,Edward Becker,El Paso,79907,Texas,Central,Corporate,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36
1963,14023,2018-02-20,2018-02-21,Not Specified,48,498.16,0.03,Regular Air,40.61,9.99,5.12,Edward Becker,El Paso,79907,Texas,Central,Corporate,Office Supplies,Paper,Xerox 1948,Small Box,0.4
1964,14048,2018-05-17,2018-05-17,Not Specified,47,1837.15,0.06,Regular Air,196.58,40.97,8.99,Nora Paige,Apple Valley,92307,California,West,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59
1965,14048,2018-05-17,2018-05-19,Not Specified,5,540.22,0.06,Regular Air,-253.38,101.41,35,Nora Paige,Apple Valley,92307,California,West,Small Business,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82
1966,14048,2018-05-17,2018-05-19,Not Specified,40,2035.393,0.01,Regular Air,1152.693,55.99,1.25,Nora Paige,Apple Valley,92307,California,West,Small Business,Technology,Telephones and Communication,Accessory32,Small Pack,0.35
1968,14081,2018-10-06,2018-10-07,High,31,1476.12,0.03,Delivery Truck,-1401.1712,44.43,46.59,Alan Haines,Syracuse,13210,New York,East,Home Office,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67
1969,14086,2018-10-20,2018-10-25,Low,13,1764.97,0.07,Delivery Truck,-383.5,130.98,54.74,Alan Haines,Syracuse,13210,New York,East,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69
1970,14086,2018-10-20,2018-10-27,Low,50,238.34,0.04,Regular Air,-7.36,4.76,3.01,Alan Haines,Tonawanda,14150,New York,East,Consumer,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36
1980,14117,2018-08-25,2018-08-27,Not Specified,4,5.31,0,Regular Air,-1.5,1.14,0.7,Nathan Mautz,Homewood,35209,Alabama,South,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38
1981,14119,2018-05-31,2018-06-04,Low,24,103.11,0.06,Regular Air,-95.41,4.18,6.92,Troy Blackwell,Hazleton,18201,Pennsylvania,East,Home Office,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49
1982,14119,2018-05-31,2018-06-05,Low,35,1599.071,0.04,Regular Air,296.658,55.99,3.3,Troy Blackwell,Hazleton,18201,Pennsylvania,East,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59
1983,14119,2018-05-31,2018-06-02,Low,31,968.235,0.05,Regular Air,-158.609,35.99,5,Troy Blackwell,Hazleton,18201,Pennsylvania,East,Home Office,Technology,Telephones and Communication,Accessory27,Small Box,0.85
1984,14147,2018-03-07,2018-03-10,Not Specified,8,351.49,0.03,Regular Air,107.321,41.94,2.99,Theresa Coyne,Plano,75023,Texas,Central,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35
1985,14147,2018-03-07,2018-03-08,Not Specified,16,74.13,0.08,Regular Air,-69.34,4.28,6.72,Theresa Coyne,Plano,75023,Texas,Central,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4
1986,14147,2018-03-07,2018-03-09,Not Specified,45,195.03,0.09,Regular Air,-148.87,4.28,5.74,Theresa Coyne,Plano,75023,Texas,Central,Home Office,Office Supplies,Paper,Xerox 1953,Small Box,0.4
1998,14245,2018-02-11,2018-02-12,Critical,17,454.09,0.1,Regular Air,29.7,28.15,6.17,Brian Dahlen,Morristown,37814,Tennessee,South,Small Business,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55
2004,14275,2018-06-13,2018-06-15,Low,20,42.22,0.04,Regular Air,-7.728,2.08,1.49,Gene Hale,Muscatine,52761,Iowa,Central,Consumer,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36
2005,14275,2018-06-13,2018-06-15,Low,4,653.44,0.06,Delivery Truck,-187.75,160.98,30,Gene Hale,Muscatine,52761,Iowa,Central,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62
2009,14338,2018-01-31,2018-02-07,Low,34,6580.16,0.1,Delivery Truck,2786.35,200.97,15.59,Mike Kennedy,Cottage Grove,55016,Minnesota,Central,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36
2014,14375,2018-01-31,2018-02-01,Medium,7,44.05,0.07,Regular Air,-21.77,5.78,5.67,Rick Duston,Derby,67037,Kansas,Central,Corporate,Office Supplies,Paper,Xerox 1978,Small Box,0.36
2015,14375,2018-01-31,2018-02-01,Medium,50,3872.38,0.1,Regular Air,1110.35,83.93,19.99,Rick Duston,Marshfield,02050,MA,East,Corporate,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38
2020,14402,2018-10-14,2018-10-16,Medium,1,184.46,0.05,Delivery Truck,-106.33,160.98,30,Jessica Myrick,McKeesport,15131,Pennsylvania,East,Small Business,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62
2021,14406,2018-03-08,2018-03-10,Medium,37,5610.84,0.07,Regular Air,2366.51,150.98,13.99,Charles Sheldon,Shakopee,55379,Minnesota,Central,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38
2022,14406,2018-03-08,2018-03-10,Medium,20,455.34,0.06,Delivery Truck,-932.55,20.98,53.03,Charles Sheldon,Shakopee,55379,Minnesota,Central,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78
